10, 232
10, 233
9, 234
8, 235
8, 236
8, 237
8, 238
8, 237
8, 236
9, 235
9, 234
10, 233
91, 225
91, 226
91, 227
92, 228
93, 229
94, 230
95, 231
96, 232
97, 233
98, 234
99, 235
100, 236
101, 237
102, 238
103, 239
103, 238
102, 237
101, 236
100, 235
99, 234
98, 233
97, 232
96, 231
95, 230
94, 229
93, 228
92, 227
91, 226
86, 211
87, 212
87, 213
87, 214
88, 215
88, 216
88, 217
89, 218
89, 219
89, 220
89, 221
89, 222
89, 223
89, 224
88, 225
88, 226
87, 227
86, 228
85, 229
84, 230
83, 231
82, 231
81, 232
80, 232
79, 232
78, 233
79, 232
80, 232
81, 232
82, 231
83, 231
84, 231
85, 230
86, 229
87, 228
88, 227
88, 226
89, 225
89, 224
89, 223
89, 222
89, 221
89, 220
89, 219
89, 218
88, 217
88, 216
88, 215
87, 214
87, 213
87, 212
87, 211
82, 211
82, 212
82, 213
81, 214
81, 215
81, 216
81, 217
81, 218
80, 219
80, 220
80, 221
80, 222
80, 223
79, 224
79, 225
79, 226
78, 227
77, 228
76, 229
76, 230
75, 231
74, 231
73, 232
72, 232
71, 233
70, 233
69, 233
68, 233
67, 233
66, 234
65, 234
64, 234
63, 235
62, 235
61, 235
60, 236
59, 236
58, 237
57, 237
58, 237
59, 236
60, 236
61, 235
62, 235
63, 235
64, 234
65, 234
66, 234
67, 233
68, 233
69, 233
70, 233
71, 233
72, 232
73, 232
74, 232
75, 231
76, 230
77, 229
78, 228
79, 227
80, 228
81, 229
82, 229
81, 228
80, 227
79, 226
79, 225
79, 224
80, 223
80, 222
80, 221
80, 220
80, 219
81, 218
81, 217
81, 216
81, 215
81, 214
82, 213
82, 212
130, 188
129, 189
128, 190
127, 191
126, 192
125, 193
124, 194
123, 195
122, 195
123, 195
124, 195
125, 194
126, 193
127, 192
128, 191
129, 190
130, 189
122, 183
121, 184
120, 184
119, 185
118, 185
117, 186
117, 187
116, 188
117, 187
118, 186
119, 185
120, 185
121, 184
122, 183
123, 183
124, 183
125, 183
126, 183
127, 183
128, 183
129, 183
130, 183
131, 183
132, 183
133, 183
134, 184
135, 185
136, 186
136, 187
136, 188
136, 189
136, 190
135, 191
134, 192
133, 193
133, 194
134, 193
135, 192
136, 191
136, 190
136, 189
136, 188
136, 187
137, 186
136, 185
135, 184
134, 183
133, 183
132, 183
131, 183
130, 183
129, 183
128, 183
127, 183
126, 183
125, 183
124, 183
123, 183
93, 161
94, 161
95, 162
96, 163
97, 164
98, 165
99, 166
99, 167
100, 168
101, 169
102, 170
103, 171
104, 172
104, 173
105, 174
106, 175
107, 175
108, 176
109, 177
109, 178
110, 179
111, 179
110, 178
109, 177
109, 176
108, 175
107, 175
106, 174
105, 173
104, 172
104, 171
103, 170
102, 169
101, 168
100, 167
99, 166
99, 165
98, 164
97, 163
96, 162
95, 161
94, 161
133, 160
132, 161
131, 161
130, 162
129, 163
129, 164
128, 165
128, 166
127, 167
127, 168
126, 169
125, 170
124, 171
124, 172
124, 173
123, 174
122, 173
123, 174
124, 173
124, 172
125, 171
126, 170
126, 169
127, 168
128, 167
128, 166
129, 165
129, 164
130, 163
131, 162
132, 161
133, 160
134, 160
135, 161
136, 162
137, 163
138, 164
138, 165
138, 166
139, 167
139, 168
140, 169
140, 170
141, 171
141, 170
140, 169
139, 168
139, 167
139, 166
138, 165
138, 164
137, 163
137, 162
136, 161
135, 160
134, 160
122, 160
122, 161
121, 162
120, 163
119, 164
118, 164
117, 165
116, 166
115, 166
114, 166
115, 166
116, 166
117, 165
118, 165
119, 164
120, 164
121, 163
122, 162
122, 161
123, 160
150, 145
149, 146
148, 146
147, 146
146, 146
145, 147
144, 147
143, 147
142, 148
141, 148
140, 149
139, 149
138, 149
137, 149
136, 149
135, 150
134, 150
133, 150
132, 150
131, 150
130, 149
129, 149
128, 149
127, 149
126, 148
125, 148
124, 148
123, 147
122, 147
121, 147
120, 147
119, 147
118, 146
117, 146
116, 146
115, 146
114, 146
113, 146
112, 146
111, 146
110, 146
109, 146
108, 146
107, 146
106, 146
105, 146
104, 146
103, 146
102, 146
101, 147
100, 147
99, 147
98, 147
97, 148
97, 149
96, 150
96, 151
97, 150
97, 149
97, 148
98, 147
99, 147
100, 147
101, 147
102, 146
103, 146
104, 146
105, 146
106, 146
107, 146
108, 146
109, 146
110, 146
111, 146
112, 146
113, 146
114, 146
115, 146
116, 146
117, 146
118, 146
119, 147
120, 147
121, 147
122, 147
123, 147
124, 148
125, 148
126, 148
127, 149
128, 149
129, 149
130, 149
131, 150
132, 150
133, 150
134, 150
135, 150
136, 149
137, 149
138, 149
139, 149
140, 149
141, 148
142, 148
143, 147
144, 147
145, 147
146, 146
147, 146
148, 146
149, 146
150, 145
151, 145
152, 145
153, 145
154, 145
155, 146
156, 146
157, 147
158, 147
157, 147
156, 146
155, 146
154, 145
153, 145
152, 145
151, 145
135, 124
134, 125
133, 126
132, 126
131, 127
130, 128
129, 128
128, 128
127, 128
126, 128
125, 128
124, 128
123, 128
122, 128
121, 128
120, 128
119, 128
118, 128
117, 128
116, 128
115, 128
114, 127
113, 127
112, 127
111, 127
110, 127
109, 127
108, 128
109, 127
110, 127
111, 127
112, 127
113, 127
114, 127
115, 128
116, 128
117, 128
118, 128
119, 128
120, 128
121, 128
122, 128
123, 128
124, 128
125, 128
126, 128
127, 128
128, 128
129, 128
130, 128
131, 127
132, 126
133, 126
134, 125
135, 125
145, 123
146, 124
147, 124
148, 125
149, 125
150, 126
151, 127
152, 128
153, 129
154, 130
155, 131
156, 132
157, 133
157, 134
158, 135
159, 136
159, 137
160, 138
160, 139
161, 140
161, 141
162, 142
162, 143
162, 144
163, 143
162, 142
162, 141
161, 140
161, 139
160, 138
160, 137
159, 136
159, 135
158, 134
157, 133
157, 132
156, 131
155, 130
154, 129
153, 128
152, 127
151, 126
150, 125
149, 125
148, 125
147, 124
146, 124
127, 95
126, 96
127, 95
128, 96
129, 96
130, 97
131, 98
132, 98
133, 98
134, 98
135, 99
136, 99
137, 99
138, 100
139, 99
140, 99
141, 99
142, 99
143, 99
144, 99
145, 99
146, 100
147, 100
148, 100
149, 100
150, 100
151, 100
152, 101
153, 101
154, 102
155, 102
156, 103
157, 104
157, 105
158, 106
158, 107
159, 108
159, 109
160, 110
160, 111
160, 112
161, 113
161, 114
162, 115
163, 116
164, 117
165, 118
165, 119
166, 120
167, 121
168, 122
168, 123
168, 124
168, 125
169, 126
168, 127
168, 128
168, 129
168, 130
168, 131
168, 132
168, 133
168, 134
167, 135
167, 136
167, 137
167, 138
167, 139
167, 140
167, 141
167, 142
167, 143
167, 144
167, 145
167, 146
167, 147
168, 148
168, 149
168, 150
169, 151
169, 152
169, 153
169, 154
169, 155
169, 156
168, 157
168, 158
168, 159
168, 160
167, 161
167, 162
167, 163
167, 164
167, 165
166, 166
166, 167
166, 168
166, 169
166, 170
166, 171
166, 172
166, 173
166, 174
166, 175
166, 176
166, 177
166, 178
166, 179
166, 180
166, 181
166, 182
166, 183
166, 184
166, 185
166, 186
166, 187
166, 188
166, 189
166, 190
166, 191
166, 192
166, 193
165, 194
165, 195
165, 196
165, 197
165, 198
165, 199
165, 200
164, 201
164, 202
164, 203
164, 204
164, 205
163, 206
163, 207
163, 208
163, 209
162, 210
162, 211
162, 212
162, 213
161, 214
161, 215
161, 216
160, 217
160, 218
160, 219
159, 220
159, 221
159, 222
159, 223
159, 224
159, 225
160, 226
161, 227
162, 228
163, 228
164, 229
165, 229
166, 229
167, 230
168, 230
169, 230
170, 231
171, 231
172, 231
173, 231
174, 231
175, 232
176, 232
177, 232
178, 232
179, 232
180, 233
181, 233
182, 233
183, 233
184, 234
185, 234
186, 235
187, 235
188, 235
189, 236
190, 236
191, 236
192, 237
193, 237
194, 237
195, 237
196, 238
197, 238
198, 238
199, 238
200, 238
201, 238
202, 238
203, 238
204, 238
205, 238
206, 238
207, 238
208, 237
208, 236
207, 237
206, 238
205, 238
204, 238
203, 238
202, 238
201, 238
200, 238
199, 238
198, 238
197, 238
196, 238
195, 237
194, 237
193, 237
192, 237
191, 236
190, 236
189, 236
188, 235
187, 235
186, 235
185, 234
184, 234
183, 233
182, 233
181, 233
180, 233
179, 232
178, 232
177, 232
176, 232
175, 232
174, 231
173, 231
172, 231
171, 231
170, 230
169, 230
168, 230
167, 230
166, 229
165, 229
164, 229
163, 228
162, 227
161, 226
160, 225
159, 224
159, 223
159, 222
159, 221
159, 220
160, 219
160, 218
160, 217
161, 216
161, 215
161, 214
162, 213
162, 212
162, 211
162, 210
163, 209
163, 208
163, 207
163, 206
164, 205
164, 204
164, 203
164, 202
164, 201
165, 200
165, 199
165, 198
165, 197
165, 196
165, 195
165, 194
166, 193
166, 192
166, 191
166, 190
166, 189
166, 188
166, 187
166, 186
166, 185
166, 184
166, 183
166, 182
166, 181
166, 180
166, 179
166, 178
166, 177
166, 176
166, 175
166, 174
166, 173
166, 172
166, 171
166, 170
166, 169
166, 168
166, 167
166, 166
167, 165
167, 164
167, 163
167, 162
168, 161
168, 160
168, 159
168, 158
169, 157
169, 156
169, 155
169, 154
169, 153
169, 152
169, 151
168, 150
168, 149
168, 148
167, 147
167, 146
167, 145
167, 144
167, 143
167, 142
167, 141
167, 140
167, 139
167, 138
167, 137
167, 136
167, 135
168, 134
168, 133
168, 132
168, 131
168, 130
168, 129
168, 128
168, 127
169, 126
168, 125
168, 124
168, 123
168, 122
167, 121
167, 120
166, 119
165, 118
165, 117
164, 116
163, 115
162, 114
161, 113
161, 112
160, 111
160, 110
160, 109
159, 108
159, 107
158, 106
158, 105
157, 104
157, 103
156, 102
155, 102
154, 101
153, 101
152, 101
151, 100
150, 100
149, 100
148, 100
147, 100
146, 100
145, 99
144, 99
143, 99
142, 99
141, 99
140, 99
139, 99
138, 100
137, 99
136, 99
135, 99
134, 98
133, 98
132, 98
131, 97
130, 96
129, 96
128, 96
122, 95
121, 96
120, 96
119, 97
118, 97
117, 97
116, 98
115, 98
114, 99
113, 99
112, 98
111, 98
110, 99
109, 99
108, 99
107, 100
106, 100
105, 100
104, 101
103, 102
102, 102
101, 103
100, 103
99, 103
98, 104
97, 104
96, 104
95, 104
94, 105
93, 105
92, 106
91, 107
90, 108
89, 109
89, 110
88, 111
87, 112
87, 113
86, 114
85, 115
84, 116
83, 116
82, 117
81, 118
81, 119
81, 120
80, 121
80, 122
80, 123
80, 124
80, 125
79, 126
79, 127
79, 128
78, 129
78, 130
78, 131
78, 132
77, 133
77, 134
77, 135
76, 136
76, 137
76, 138
76, 139
76, 140
76, 141
75, 142
75, 143
75, 144
75, 145
75, 146
75, 147
75, 148
75, 149
75, 150
75, 151
75, 152
76, 153
76, 154
76, 155
76, 156
77, 157
77, 158
77, 159
78, 160
79, 161
80, 162
81, 163
82, 163
83, 162
84, 162
85, 161
86, 160
86, 159
86, 158
85, 157
86, 156
86, 155
86, 154
86, 153
86, 152
87, 151
88, 150
89, 149
89, 148
90, 147
91, 146
92, 145
92, 144
93, 143
93, 142
94, 141
95, 140
95, 139
96, 138
96, 137
97, 136
98, 135
98, 134
99, 133
100, 132
101, 131
102, 130
103, 129
104, 129
105, 128
106, 127
107, 126
108, 125
109, 125
108, 125
107, 125
106, 126
105, 127
104, 128
103, 129
102, 129
101, 130
100, 131
99, 132
98, 133
98, 134
97, 135
96, 136
96, 137
95, 138
95, 139
94, 140
94, 141
93, 142
92, 143
92, 144
91, 145
90, 146
89, 147
89, 148
88, 149
87, 150
86, 151
86, 152
86, 153
86, 154
86, 155
86, 156
85, 157
86, 158
86, 159
85, 160
84, 161
83, 162
82, 163
81, 163
80, 162
80, 161
79, 160
78, 159
77, 158
77, 157
76, 156
76, 155
76, 154
76, 153
75, 152
75, 151
75, 150
75, 149
75, 148
75, 147
75, 146
75, 145
75, 144
75, 143
75, 142
76, 141
76, 140
76, 139
76, 138
76, 137
76, 136
77, 135
77, 134
77, 133
78, 132
78, 131
78, 130
78, 129
79, 128
79, 127
79, 126
80, 125
80, 124
80, 123
80, 122
81, 121
81, 120
81, 119
82, 118
83, 117
84, 116
85, 115
86, 115
87, 114
87, 113
88, 112
89, 111
89, 110
90, 109
91, 108
92, 107
93, 106
94, 105
95, 105
96, 104
97, 104
98, 104
99, 103
100, 103
101, 103
102, 103
103, 102
104, 102
105, 101
106, 100
107, 100
108, 99
109, 99
110, 99
111, 98
112, 98
113, 99
114, 99
115, 98
116, 98
117, 97
118, 97
119, 97
120, 96
121, 96
218, 81
217, 82
216, 82
215, 82
214, 82
213, 82
212, 82
211, 82
210, 82
209, 82
208, 82
207, 82
206, 82
205, 82
204, 82
203, 82
202, 82
201, 82
200, 82
199, 82
198, 82
197, 82
196, 82
195, 82
194, 82
193, 82
192, 82
191, 82
190, 82
189, 82
188, 82
187, 82
186, 82
185, 82
184, 82
183, 82
182, 82
181, 82
180, 83
179, 83
178, 83
177, 83
176, 83
175, 83
174, 83
173, 83
172, 83
171, 83
170, 83
169, 83
168, 83
167, 83
166, 83
165, 83
164, 83
163, 83
162, 83
161, 83
160, 83
159, 83
158, 83
157, 83
156, 83
155, 83
154, 84
153, 84
152, 84
151, 84
150, 84
149, 84
148, 84
147, 84
146, 84
145, 84
144, 84
143, 84
142, 84
141, 84
140, 84
139, 84
138, 84
137, 84
136, 84
135, 84
134, 84
133, 84
132, 84
131, 84
130, 84
129, 84
128, 84
127, 84
126, 84
125, 84
124, 84
123, 84
122, 85
121, 85
120, 85
119, 85
118, 85
117, 85
116, 85
115, 85
114, 85
113, 85
112, 85
111, 85
110, 85
109, 85
108, 85
107, 85
106, 85
105, 85
104, 85
103, 85
102, 85
101, 85
100, 85
99, 85
98, 86
97, 86
96, 86
95, 86
94, 86
93, 86
92, 86
91, 86
90, 86
89, 86
88, 86
87, 86
86, 86
85, 86
84, 86
83, 86
82, 86
81, 87
80, 87
79, 87
78, 87
77, 87
76, 87
75, 87
74, 87
73, 87
72, 87
71, 87
70, 87
69, 87
68, 87
67, 87
66, 87
65, 87
64, 87
63, 87
62, 87
61, 87
60, 87
59, 87
58, 87
57, 87
56, 87
55, 87
54, 88
53, 88
52, 88
51, 88
50, 88
49, 88
48, 88
47, 88
46, 88
45, 88
44, 88
43, 88
42, 88
41, 88
40, 88
39, 88
38, 88
37, 88
36, 88
35, 88
34, 88
33, 88
32, 89
31, 89
30, 89
29, 89
28, 89
27, 90
26, 91
25, 92
24, 93
24, 94
23, 95
23, 96
22, 97
22, 98
21, 99
21, 100
20, 101
20, 102
19, 103
19, 104
18, 105
18, 106
